# Sentinel-2 L2A 10 m NDVI via AWS Earth Search STAC (no key).
# scene S2C_43RGM_20260712_0_L2A date 2026-07-12 cloud 0.1%. SNAPSHOT of one scene, not a composite.
lat,lon,patch_area_m2
28.510874,77.100045,100
28.786733,77.075336,100
28.786823,77.075337,100
28.786821,77.075440,100
28.786731,77.075438,100
28.786820,77.075542,100
28.786728,77.075643,100
28.788905,77.074867,100
28.786818,77.075645,100
28.786726,77.075745,100
28.786642,77.075334,100
28.786912,77.075442,100
28.777922,77.079155,100
28.786644,77.075231,100
28.777920,77.079258,100
28.788907,77.074764,100
28.477277,77.165248,100
28.477275,77.165350,100
28.477367,77.165250,100
28.477274,77.165452,100
28.477187,77.165246,100
28.477185,77.165348,100
28.476186,77.165737,100
28.477366,77.165352,100
28.477183,77.165451,100
28.476098,77.165633,100
28.476188,77.165634,100
28.476277,77.165738,100
28.477279,77.165146,100
28.477364,77.165454,100
28.477369,77.165148,100
28.595426,77.034657,100
28.595428,77.034555,100
28.595336,77.034655,100
28.595338,77.034553,100
28.595430,77.034452,100
28.588611,77.043829,100
28.595339,77.034451,100
28.587692,77.026943,100
28.587601,77.026941,100
28.586406,77.028451,100
28.591728,77.046547,100
28.588814,77.024306,100
28.604588,77.049455,100
28.585014,77.037012,100
28.584853,77.041711,100
28.483216,77.255034,100
28.483218,77.254932,100
28.483308,77.254934,100
28.481435,77.248154,100
28.484498,77.243011,100
28.482760,77.255331,100
28.486029,77.243145,100
28.483132,77.254624,100
28.482860,77.254720,100
28.482954,77.254518,100
28.481345,77.248152,100
28.482780,77.254106,100
28.482690,77.254104,100
28.483042,77.254622,100
28.482862,77.254618,100
28.744541,77.306797,100
28.744449,77.306897,100
28.744720,77.306903,100
28.744539,77.306899,100
28.744445,77.307102,100
28.744537,77.307001,100
28.744629,77.306901,100
28.744359,77.306895,100
28.744451,77.306795,100
28.744139,77.303921,100
28.744626,77.307106,100
28.744357,77.306997,100
28.744536,77.307104,100
28.744631,77.306799,100
28.744447,77.306999,100
28.636181,77.078297,100
28.636091,77.078295,100
28.636180,77.078399,100
28.641422,77.101209,100
28.641511,77.101313,100
28.641691,77.101317,100
28.636086,77.078602,100
28.641606,77.101008,100
28.641785,77.101114,100
28.641424,77.101107,100
28.641604,77.101110,100
28.641607,77.100906,100
28.641425,77.101005,100
28.641876,77.101014,100
28.641421,77.101311,100
28.477905,77.248794,100
28.475343,77.250986,100
28.476261,77.255499,100
28.478089,77.248594,100
28.477996,77.248796,100
28.475436,77.250784,100
28.478001,77.248490,100
28.475346,77.250782,100
28.473150,77.258088,100
28.462584,77.231316,100
28.478178,77.248698,100
28.477999,77.248592,100
28.475258,77.250678,100
28.477902,77.248998,100
28.478081,77.249104,100
28.602740,77.105244,100
28.594091,77.116011,100
28.602114,77.116478,100
28.594180,77.116115,100
28.602204,77.116480,100
28.591984,77.106461,100
28.602471,77.105136,100
28.602562,77.105138,100
28.593498,77.113545,100
28.590870,77.120035,100
28.594529,77.116837,100
28.603626,77.106284,100
28.591685,77.119847,100
28.592150,77.118937,100
28.593475,77.114976,100
28.532084,77.004216,100
28.532082,77.004318,100
28.531992,77.004316,100
28.534226,77.005789,100
28.535969,77.003880,100
28.532085,77.004113,100
28.534250,77.004154,100
28.534958,77.005087,100
28.536272,77.007769,100
28.536274,77.007667,100
28.531902,77.004314,100
28.534130,77.006196,100
28.531993,77.004214,100
28.534503,77.005385,100
28.534295,77.007221,100
28.789668,77.054499,100
28.789758,77.054501,100
28.789670,77.054396,100
28.789671,77.054294,100
28.789847,77.054605,100
28.789849,77.054502,100
28.789760,77.054398,100
28.789757,77.054603,100
28.786733,77.075336,100
28.786823,77.075337,100
28.786821,77.075440,100
28.786731,77.075438,100
28.786820,77.075542,100
28.786728,77.075643,100
28.788905,77.074867,100
28.522075,77.128261,100
28.522254,77.128366,100
28.520788,77.129767,100
28.521421,77.129678,100
28.523439,77.127573,100
28.522252,77.128468,100
28.521260,77.128449,100
28.524683,77.128824,100
28.526505,77.144901,100
28.542043,77.138063,100
28.523161,77.128078,100
28.523529,77.127575,100
28.522896,77.127664,100
28.521366,77.127429,100
28.526331,77.144489,100
28.622152,77.239591,100
28.609121,77.230931,100
28.609029,77.231031,100
28.608762,77.230821,100
28.608937,77.231131,100
28.608939,77.231029,100
28.608941,77.230927,100
28.609031,77.230929,100
28.608764,77.230719,100
28.608492,77.230815,100
28.613396,77.228874,100
28.609120,77.231033,100
28.608765,77.230617,100
28.608675,77.230615,100
28.608679,77.230410,100
28.793847,77.134066,100
28.793939,77.133966,100
28.793485,77.134161,100
28.793941,77.133863,100
28.793756,77.134167,100
28.793575,77.134163,100
28.793757,77.134064,100
28.793760,77.133860,100
28.794025,77.134275,100
28.793759,77.133962,100
28.793577,77.134061,100
28.794026,77.134172,100
28.786977,77.123479,100
28.793754,77.134269,100
28.794029,77.133968,100
28.466601,77.050666,100
28.466692,77.050667,100
28.452203,77.048039,100
28.449966,77.064740,100
28.452116,77.047833,100
28.466600,77.050768,100
28.449964,77.064842,100
28.449958,77.065250,100
28.449967,77.064638,100
28.449963,77.064944,100
28.450056,77.064742,100
28.452024,77.047934,100
28.450053,77.064946,100
28.458073,77.047744,100
28.450054,77.064844,100
28.534961,77.213938,100
28.537171,77.222260,100
28.535457,77.216707,100
28.535960,77.213550,100
28.536146,77.213248,100
28.537305,77.214089,100
28.529111,77.201964,100
28.537260,77.222364,100
28.536171,77.217233,100
28.535633,77.217017,100
28.536836,77.220721,100
28.535548,77.216709,100
28.529293,77.201866,100
28.537198,77.215109,100
28.534549,77.217097,100
28.609539,77.303022,100
28.606919,77.303271,100
28.607458,77.303385,100
28.606917,77.303373,100
28.606828,77.303269,100
28.606376,77.303361,100
28.606915,77.303475,100
28.614679,77.297919,100
28.609010,77.302294,100
28.609430,77.304144,100
28.614734,77.299965,100
28.606372,77.303566,100
28.612889,77.302379,100
28.606374,77.303464,100
28.609340,77.304142,100
28.467919,77.111959,100
28.468198,77.111454,100
28.467914,77.112266,100
28.468196,77.111556,100
28.467913,77.112368,100
28.468286,77.111558,100
28.468004,77.112267,100
28.467916,77.112163,100
28.468288,77.111456,100
28.467917,77.112061,100
28.467909,77.112572,100
28.468009,77.100320,100
28.468462,77.111868,100
28.468003,77.112369,100
28.467911,77.112470,100
28.623514,77.008814,100
28.623512,77.008916,100
28.629015,77.027225,100
28.623333,77.008810,100
28.629195,77.027228,100
28.629105,77.027227,100
28.623243,77.008808,100
28.629284,77.027332,100
28.618689,77.011687,100
28.629614,77.029384,100
28.630493,77.030935,100
28.623425,77.008710,100
28.622400,77.004804,100
28.629106,77.027124,100
28.622310,77.004802,100
28.736592,77.243052,100
28.736501,77.243050,100
28.722964,77.226896,100
28.736226,77.243351,100
28.740329,77.240777,100
28.736682,77.243054,100
28.737835,77.238779,100
28.736231,77.243044,100
28.722874,77.226894,100
28.736503,77.242948,100
28.736413,77.242946,100
28.722962,77.226998,100
28.721949,77.233732,100
28.736316,77.243353,100
28.739729,77.238819,100
28.474364,77.166823,100
28.474369,77.166516,100
28.474276,77.166719,100
28.474278,77.166617,100
28.474076,77.167940,100
28.474363,77.166925,100
28.474361,77.167027,100
28.474366,77.166721,100
28.474279,77.166515,100
28.474082,77.167532,100
28.474371,77.166414,100
28.474184,77.166819,100
28.474374,77.166210,100
28.474281,77.166412,100
28.474368,77.166618,100
28.567355,77.208279,100
28.567265,77.208277,100
28.548747,77.204008,100
28.548657,77.204006,100
28.548834,77.204214,100
28.548746,77.204110,100
28.548383,77.204204,100
28.567267,77.208175,100
28.548385,77.204102,100
28.548744,77.204212,100
28.548654,77.204210,100
28.548475,77.204104,100
28.548656,77.204108,100
28.548836,77.204112,100
28.548833,77.204316,100
28.564408,77.277408,100
28.564677,77.277516,100
28.564498,77.277410,100
28.564679,77.277414,100
28.564588,77.277412,100
28.564767,77.277518,100
28.564318,77.277406,100
28.563966,77.276887,100
28.563875,77.276885,100
28.556107,77.293477,100
28.564406,77.277510,100
28.556197,77.293479,100
28.556286,77.293583,100
28.562272,77.281041,100
28.552827,77.279304,100
28.693122,77.306282,100
28.692491,77.306268,100
28.693028,77.306485,100
28.693032,77.306280,100
28.693212,77.306284,100
28.681574,77.306233,100
28.692310,77.306264,100
28.693119,77.306486,100
