# INERT PLACEHOLDER — NOT real data. No free historical traffic source exists.
# Flat value on every cell/month; MCDA traffic weight is set to 0 so this
# NEVER influences any ranking. Present only to keep the 3-stream shape.
zone,lat,lon,month,traffic
8742cc680ffffff,23.11702,72.64707,41,50.0
8742cc681ffffff,23.12618,72.66872,0,50.0
8742cc681ffffff,23.12618,72.66872,1,50.0
8742cc681ffffff,23.12618,72.66872,2,50.0
8742cc681ffffff,23.12618,72.66872,3,50.0
8742cc681ffffff,23.12618,72.66872,4,50.0
8742cc681ffffff,23.12618,72.66872,5,50.0
8742cc681ffffff,23.12618,72.66872,6,50.0
8742cc681ffffff,23.12618,72.66872,7,50.0
8742cc681ffffff,23.12618,72.66872,8,50.0
8742cc681ffffff,23.12618,72.66872,9,50.0
8742cc681ffffff,23.12618,72.66872,10,50.0
8742cc681ffffff,23.12618,72.66872,11,50.0
8742cc681ffffff,23.12618,72.66872,12,50.0
8742cc681ffffff,23.12618,72.66872,13,50.0
8742cc681ffffff,23.12618,72.66872,14,50.0
8742cc681ffffff,23.12618,72.66872,15,50.0
8742cc681ffffff,23.12618,72.66872,16,50.0
8742cc681ffffff,23.12618,72.66872,17,50.0
8742cc681ffffff,23.12618,72.66872,18,50.0
8742cc681ffffff,23.12618,72.66872,19,50.0
8742cc681ffffff,23.12618,72.66872,20,50.0
8742cc681ffffff,23.12618,72.66872,21,50.0
8742cc681ffffff,23.12618,72.66872,22,50.0
8742cc681ffffff,23.12618,72.66872,23,50.0
8742cc681ffffff,23.12618,72.66872,24,50.0
8742cc681ffffff,23.12618,72.66872,25,50.0
8742cc681ffffff,23.12618,72.66872,26,50.0
8742cc681ffffff,23.12618,72.66872,27,50.0
8742cc681ffffff,23.12618,72.66872,28,50.0
8742cc681ffffff,23.12618,72.66872,29,50.0
8742cc681ffffff,23.12618,72.66872,30,50.0
8742cc681ffffff,23.12618,72.66872,31,50.0
8742cc681ffffff,23.12618,72.66872,32,50.0
8742cc681ffffff,23.12618,72.66872,33,50.0
8742cc681ffffff,23.12618,72.66872,34,50.0
8742cc681ffffff,23.12618,72.66872,35,50.0
8742cc681ffffff,23.12618,72.66872,36,50.0
8742cc681ffffff,23.12618,72.66872,37,50.0
8742cc681ffffff,23.12618,72.66872,38,50.0
8742cc681ffffff,23.12618,72.66872,39,50.0
8742cc681ffffff,23.12618,72.66872,40,50.0
8742cc681ffffff,23.12618,72.66872,41,50.0
8742cc682ffffff,23.09660,72.64551,0,50.0
8742cc682ffffff,23.09660,72.64551,1,50.0
8742cc682ffffff,23.09660,72.64551,2,50.0
8742cc682ffffff,23.09660,72.64551,3,50.0
8742cc682ffffff,23.09660,72.64551,4,50.0
8742cc682ffffff,23.09660,72.64551,5,50.0
8742cc682ffffff,23.09660,72.64551,6,50.0
8742cc682ffffff,23.09660,72.64551,7,50.0
8742cc682ffffff,23.09660,72.64551,8,50.0
8742cc682ffffff,23.09660,72.64551,9,50.0
8742cc682ffffff,23.09660,72.64551,10,50.0
8742cc682ffffff,23.09660,72.64551,11,50.0
8742cc682ffffff,23.09660,72.64551,12,50.0
8742cc682ffffff,23.09660,72.64551,13,50.0
8742cc682ffffff,23.09660,72.64551,14,50.0
8742cc682ffffff,23.09660,72.64551,15,50.0
8742cc682ffffff,23.09660,72.64551,16,50.0
8742cc682ffffff,23.09660,72.64551,17,50.0
8742cc682ffffff,23.09660,72.64551,18,50.0
8742cc682ffffff,23.09660,72.64551,19,50.0
8742cc682ffffff,23.09660,72.64551,20,50.0
8742cc682ffffff,23.09660,72.64551,21,50.0
8742cc682ffffff,23.09660,72.64551,22,50.0
8742cc682ffffff,23.09660,72.64551,23,50.0
8742cc682ffffff,23.09660,72.64551,24,50.0
8742cc682ffffff,23.09660,72.64551,25,50.0
8742cc682ffffff,23.09660,72.64551,26,50.0
8742cc682ffffff,23.09660,72.64551,27,50.0
8742cc682ffffff,23.09660,72.64551,28,50.0
8742cc682ffffff,23.09660,72.64551,29,50.0
8742cc682ffffff,23.09660,72.64551,30,50.0
8742cc682ffffff,23.09660,72.64551,31,50.0
8742cc682ffffff,23.09660,72.64551,32,50.0
8742cc682ffffff,23.09660,72.64551,33,50.0
8742cc682ffffff,23.09660,72.64551,34,50.0
8742cc682ffffff,23.09660,72.64551,35,50.0
8742cc682ffffff,23.09660,72.64551,36,50.0
8742cc682ffffff,23.09660,72.64551,37,50.0
8742cc682ffffff,23.09660,72.64551,38,50.0
8742cc682ffffff,23.09660,72.64551,39,50.0
8742cc682ffffff,23.09660,72.64551,40,50.0
8742cc682ffffff,23.09660,72.64551,41,50.0
8742cc683ffffff,23.10577,72.66715,0,50.0
8742cc683ffffff,23.10577,72.66715,1,50.0
8742cc683ffffff,23.10577,72.66715,2,50.0
8742cc683ffffff,23.10577,72.66715,3,50.0
8742cc683ffffff,23.10577,72.66715,4,50.0
8742cc683ffffff,23.10577,72.66715,5,50.0
8742cc683ffffff,23.10577,72.66715,6,50.0
8742cc683ffffff,23.10577,72.66715,7,50.0
8742cc683ffffff,23.10577,72.66715,8,50.0
8742cc683ffffff,23.10577,72.66715,9,50.0
8742cc683ffffff,23.10577,72.66715,10,50.0
8742cc683ffffff,23.10577,72.66715,11,50.0
8742cc683ffffff,23.10577,72.66715,12,50.0
8742cc683ffffff,23.10577,72.66715,13,50.0
8742cc683ffffff,23.10577,72.66715,14,50.0
8742cc683ffffff,23.10577,72.66715,15,50.0
8742cc683ffffff,23.10577,72.66715,16,50.0
8742cc683ffffff,23.10577,72.66715,17,50.0
8742cc683ffffff,23.10577,72.66715,18,50.0
8742cc683ffffff,23.10577,72.66715,19,50.0
8742cc683ffffff,23.10577,72.66715,20,50.0
8742cc683ffffff,23.10577,72.66715,21,50.0
8742cc683ffffff,23.10577,72.66715,22,50.0
8742cc683ffffff,23.10577,72.66715,23,50.0
8742cc683ffffff,23.10577,72.66715,24,50.0
8742cc683ffffff,23.10577,72.66715,25,50.0
8742cc683ffffff,23.10577,72.66715,26,50.0
8742cc683ffffff,23.10577,72.66715,27,50.0
8742cc683ffffff,23.10577,72.66715,28,50.0
8742cc683ffffff,23.10577,72.66715,29,50.0
8742cc683ffffff,23.10577,72.66715,30,50.0
8742cc683ffffff,23.10577,72.66715,31,50.0
8742cc683ffffff,23.10577,72.66715,32,50.0
8742cc683ffffff,23.10577,72.66715,33,50.0
8742cc683ffffff,23.10577,72.66715,34,50.0
8742cc683ffffff,23.10577,72.66715,35,50.0
8742cc683ffffff,23.10577,72.66715,36,50.0
8742cc683ffffff,23.10577,72.66715,37,50.0
8742cc683ffffff,23.10577,72.66715,38,50.0
8742cc683ffffff,23.10577,72.66715,39,50.0
8742cc683ffffff,23.10577,72.66715,40,50.0
8742cc683ffffff,23.10577,72.66715,41,50.0
8742cc684ffffff,23.12827,72.62698,0,50.0
8742cc684ffffff,23.12827,72.62698,1,50.0
8742cc684ffffff,23.12827,72.62698,2,50.0
8742cc684ffffff,23.12827,72.62698,3,50.0
8742cc684ffffff,23.12827,72.62698,4,50.0
8742cc684ffffff,23.12827,72.62698,5,50.0
8742cc684ffffff,23.12827,72.62698,6,50.0
8742cc684ffffff,23.12827,72.62698,7,50.0
8742cc684ffffff,23.12827,72.62698,8,50.0
8742cc684ffffff,23.12827,72.62698,9,50.0
8742cc684ffffff,23.12827,72.62698,10,50.0
8742cc684ffffff,23.12827,72.62698,11,50.0
8742cc684ffffff,23.12827,72.62698,12,50.0
8742cc684ffffff,23.12827,72.62698,13,50.0
8742cc684ffffff,23.12827,72.62698,14,50.0
8742cc684ffffff,23.12827,72.62698,15,50.0
8742cc684ffffff,23.12827,72.62698,16,50.0
8742cc684ffffff,23.12827,72.62698,17,50.0
8742cc684ffffff,23.12827,72.62698,18,50.0
8742cc684ffffff,23.12827,72.62698,19,50.0
8742cc684ffffff,23.12827,72.62698,20,50.0
8742cc684ffffff,23.12827,72.62698,21,50.0
8742cc684ffffff,23.12827,72.62698,22,50.0
8742cc684ffffff,23.12827,72.62698,23,50.0
8742cc684ffffff,23.12827,72.62698,24,50.0
8742cc684ffffff,23.12827,72.62698,25,50.0
8742cc684ffffff,23.12827,72.62698,26,50.0
8742cc684ffffff,23.12827,72.62698,27,50.0
8742cc684ffffff,23.12827,72.62698,28,50.0
8742cc684ffffff,23.12827,72.62698,29,50.0
8742cc684ffffff,23.12827,72.62698,30,50.0
8742cc684ffffff,23.12827,72.62698,31,50.0
8742cc684ffffff,23.12827,72.62698,32,50.0
8742cc684ffffff,23.12827,72.62698,33,50.0
8742cc684ffffff,23.12827,72.62698,34,50.0
8742cc684ffffff,23.12827,72.62698,35,50.0
8742cc684ffffff,23.12827,72.62698,36,50.0
8742cc684ffffff,23.12827,72.62698,37,50.0
8742cc684ffffff,23.12827,72.62698,38,50.0
8742cc684ffffff,23.12827,72.62698,39,50.0
8742cc684ffffff,23.12827,72.62698,40,50.0
8742cc684ffffff,23.12827,72.62698,41,50.0
8742cc685ffffff,23.13744,72.64863,0,50.0
8742cc685ffffff,23.13744,72.64863,1,50.0
8742cc685ffffff,23.13744,72.64863,2,50.0
8742cc685ffffff,23.13744,72.64863,3,50.0
8742cc685ffffff,23.13744,72.64863,4,50.0
8742cc685ffffff,23.13744,72.64863,5,50.0
8742cc685ffffff,23.13744,72.64863,6,50.0
8742cc685ffffff,23.13744,72.64863,7,50.0
8742cc685ffffff,23.13744,72.64863,8,50.0
8742cc685ffffff,23.13744,72.64863,9,50.0
8742cc685ffffff,23.13744,72.64863,10,50.0
8742cc685ffffff,23.13744,72.64863,11,50.0
8742cc685ffffff,23.13744,72.64863,12,50.0
8742cc685ffffff,23.13744,72.64863,13,50.0
8742cc685ffffff,23.13744,72.64863,14,50.0
8742cc685ffffff,23.13744,72.64863,15,50.0
8742cc685ffffff,23.13744,72.64863,16,50.0
8742cc685ffffff,23.13744,72.64863,17,50.0
8742cc685ffffff,23.13744,72.64863,18,50.0
8742cc685ffffff,23.13744,72.64863,19,50.0
8742cc685ffffff,23.13744,72.64863,20,50.0
8742cc685ffffff,23.13744,72.64863,21,50.0
8742cc685ffffff,23.13744,72.64863,22,50.0
8742cc685ffffff,23.13744,72.64863,23,50.0
8742cc685ffffff,23.13744,72.64863,24,50.0
8742cc685ffffff,23.13744,72.64863,25,50.0
8742cc685ffffff,23.13744,72.64863,26,50.0
8742cc685ffffff,23.13744,72.64863,27,50.0
8742cc685ffffff,23.13744,72.64863,28,50.0
8742cc685ffffff,23.13744,72.64863,29,50.0
8742cc685ffffff,23.13744,72.64863,30,50.0
8742cc685ffffff,23.13744,72.64863,31,50.0
8742cc685ffffff,23.13744,72.64863,32,50.0
8742cc685ffffff,23.13744,72.64863,33,50.0
8742cc685ffffff,23.13744,72.64863,34,50.0
8742cc685ffffff,23.13744,72.64863,35,50.0
8742cc685ffffff,23.13744,72.64863,36,50.0
8742cc685ffffff,23.13744,72.64863,37,50.0
8742cc685ffffff,23.13744,72.64863,38,50.0
8742cc685ffffff,23.13744,72.64863,39,50.0
8742cc685ffffff,23.13744,72.64863,40,50.0
8742cc685ffffff,23.13744,72.64863,41,50.0
8742cc686ffffff,23.10785,72.62543,0,50.0
8742cc686ffffff,23.10785,72.62543,1,50.0
8742cc686ffffff,23.10785,72.62543,2,50.0
8742cc686ffffff,23.10785,72.62543,3,50.0
8742cc686ffffff,23.10785,72.62543,4,50.0
8742cc686ffffff,23.10785,72.62543,5,50.0
8742cc686ffffff,23.10785,72.62543,6,50.0
8742cc686ffffff,23.10785,72.62543,7,50.0
8742cc686ffffff,23.10785,72.62543,8,50.0
8742cc686ffffff,23.10785,72.62543,9,50.0
8742cc686ffffff,23.10785,72.62543,10,50.0
8742cc686ffffff,23.10785,72.62543,11,50.0
8742cc686ffffff,23.10785,72.62543,12,50.0
8742cc686ffffff,23.10785,72.62543,13,50.0
8742cc686ffffff,23.10785,72.62543,14,50.0
8742cc686ffffff,23.10785,72.62543,15,50.0
8742cc686ffffff,23.10785,72.62543,16,50.0
8742cc686ffffff,23.10785,72.62543,17,50.0
8742cc686ffffff,23.10785,72.62543,18,50.0
8742cc686ffffff,23.10785,72.62543,19,50.0
8742cc686ffffff,23.10785,72.62543,20,50.0
8742cc686ffffff,23.10785,72.62543,21,50.0
8742cc686ffffff,23.10785,72.62543,22,50.0
8742cc686ffffff,23.10785,72.62543,23,50.0
8742cc686ffffff,23.10785,72.62543,24,50.0
8742cc686ffffff,23.10785,72.62543,25,50.0
8742cc686ffffff,23.10785,72.62543,26,50.0
8742cc686ffffff,23.10785,72.62543,27,50.0
8742cc686ffffff,23.10785,72.62543,28,50.0
8742cc686ffffff,23.10785,72.62543,29,50.0
8742cc686ffffff,23.10785,72.62543,30,50.0
8742cc686ffffff,23.10785,72.62543,31,50.0
8742cc686ffffff,23.10785,72.62543,32,50.0
8742cc686ffffff,23.10785,72.62543,33,50.0
8742cc686ffffff,23.10785,72.62543,34,50.0
8742cc686ffffff,23.10785,72.62543,35,50.0
8742cc686ffffff,23.10785,72.62543,36,50.0
8742cc686ffffff,23.10785,72.62543,37,50.0
8742cc686ffffff,23.10785,72.62543,38,50.0
8742cc686ffffff,23.10785,72.62543,39,50.0
8742cc686ffffff,23.10785,72.62543,40,50.0
8742cc686ffffff,23.10785,72.62543,41,50.0
8742cc68cffffff,23.13535,72.69037,0,50.0
8742cc68cffffff,23.13535,72.69037,1,50.0
8742cc68cffffff,23.13535,72.69037,2,50.0
8742cc68cffffff,23.13535,72.69037,3,50.0
8742cc68cffffff,23.13535,72.69037,4,50.0
8742cc68cffffff,23.13535,72.69037,5,50.0
8742cc68cffffff,23.13535,72.69037,6,50.0
8742cc68cffffff,23.13535,72.69037,7,50.0
8742cc68cffffff,23.13535,72.69037,8,50.0
8742cc68cffffff,23.13535,72.69037,9,50.0
8742cc68cffffff,23.13535,72.69037,10,50.0
8742cc68cffffff,23.13535,72.69037,11,50.0
8742cc68cffffff,23.13535,72.69037,12,50.0
8742cc68cffffff,23.13535,72.69037,13,50.0
8742cc68cffffff,23.13535,72.69037,14,50.0
8742cc68cffffff,23.13535,72.69037,15,50.0
8742cc68cffffff,23.13535,72.69037,16,50.0
8742cc68cffffff,23.13535,72.69037,17,50.0
8742cc68cffffff,23.13535,72.69037,18,50.0
8742cc68cffffff,23.13535,72.69037,19,50.0
8742cc68cffffff,23.13535,72.69037,20,50.0
8742cc68cffffff,23.13535,72.69037,21,50.0
8742cc68cffffff,23.13535,72.69037,22,50.0
8742cc68cffffff,23.13535,72.69037,23,50.0
8742cc68cffffff,23.13535,72.69037,24,50.0
8742cc68cffffff,23.13535,72.69037,25,50.0
8742cc68cffffff,23.13535,72.69037,26,50.0
8742cc68cffffff,23.13535,72.69037,27,50.0
8742cc68cffffff,23.13535,72.69037,28,50.0
8742cc68cffffff,23.13535,72.69037,29,50.0
8742cc68cffffff,23.13535,72.69037,30,50.0
8742cc68cffffff,23.13535,72.69037,31,50.0
8742cc68cffffff,23.13535,72.69037,32,50.0
8742cc68cffffff,23.13535,72.69037,33,50.0
8742cc68cffffff,23.13535,72.69037,34,50.0
8742cc68cffffff,23.13535,72.69037,35,50.0
8742cc68cffffff,23.13535,72.69037,36,50.0
8742cc68cffffff,23.13535,72.69037,37,50.0
8742cc68cffffff,23.13535,72.69037,38,50.0
8742cc68cffffff,23.13535,72.69037,39,50.0
8742cc68cffffff,23.13535,72.69037,40,50.0
8742cc68cffffff,23.13535,72.69037,41,50.0
8742cc68effffff,23.11493,72.68880,0,50.0
8742cc68effffff,23.11493,72.68880,1,50.0
8742cc68effffff,23.11493,72.68880,2,50.0
8742cc68effffff,23.11493,72.68880,3,50.0
8742cc68effffff,23.11493,72.68880,4,50.0
8742cc68effffff,23.11493,72.68880,5,50.0
8742cc68effffff,23.11493,72.68880,6,50.0
8742cc68effffff,23.11493,72.68880,7,50.0
8742cc68effffff,23.11493,72.68880,8,50.0
8742cc68effffff,23.11493,72.68880,9,50.0
8742cc68effffff,23.11493,72.68880,10,50.0
8742cc68effffff,23.11493,72.68880,11,50.0
8742cc68effffff,23.11493,72.68880,12,50.0
8742cc68effffff,23.11493,72.68880,13,50.0
8742cc68effffff,23.11493,72.68880,14,50.0
8742cc68effffff,23.11493,72.68880,15,50.0
8742cc68effffff,23.11493,72.68880,16,50.0
8742cc68effffff,23.11493,72.68880,17,50.0
8742cc68effffff,23.11493,72.68880,18,50.0
8742cc68effffff,23.11493,72.68880,19,50.0
8742cc68effffff,23.11493,72.68880,20,50.0
8742cc68effffff,23.11493,72.68880,21,50.0
8742cc68effffff,23.11493,72.68880,22,50.0
8742cc68effffff,23.11493,72.68880,23,50.0
8742cc68effffff,23.11493,72.68880,24,50.0
8742cc68effffff,23.11493,72.68880,25,50.0
8742cc68effffff,23.11493,72.68880,26,50.0
8742cc68effffff,23.11493,72.68880,27,50.0
8742cc68effffff,23.11493,72.68880,28,50.0
8742cc68effffff,23.11493,72.68880,29,50.0
8742cc68effffff,23.11493,72.68880,30,50.0
8742cc68effffff,23.11493,72.68880,31,50.0
8742cc68effffff,23.11493,72.68880,32,50.0
8742cc68effffff,23.11493,72.68880,33,50.0
8742cc68effffff,23.11493,72.68880,34,50.0
8742cc68effffff,23.11493,72.68880,35,50.0
8742cc68effffff,23.11493,72.68880,36,50.0
8742cc68effffff,23.11493,72.68880,37,50.0
8742cc68effffff,23.11493,72.68880,38,50.0
8742cc68effffff,23.11493,72.68880,39,50.0
8742cc68effffff,23.11493,72.68880,40,50.0
8742cc68effffff,23.11493,72.68880,41,50.0
8742cc690ffffff,23.06703,72.62233,0,50.0
8742cc690ffffff,23.06703,72.62233,1,50.0
8742cc690ffffff,23.06703,72.62233,2,50.0
8742cc690ffffff,23.06703,72.62233,3,50.0
8742cc690ffffff,23.06703,72.62233,4,50.0
8742cc690ffffff,23.06703,72.62233,5,50.0
8742cc690ffffff,23.06703,72.62233,6,50.0
8742cc690ffffff,23.06703,72.62233,7,50.0
8742cc690ffffff,23.06703,72.62233,8,50.0
8742cc690ffffff,23.06703,72.62233,9,50.0
8742cc690ffffff,23.06703,72.62233,10,50.0
8742cc690ffffff,23.06703,72.62233,11,50.0
8742cc690ffffff,23.06703,72.62233,12,50.0
8742cc690ffffff,23.06703,72.62233,13,50.0
8742cc690ffffff,23.06703,72.62233,14,50.0
8742cc690ffffff,23.06703,72.62233,15,50.0
8742cc690ffffff,23.06703,72.62233,16,50.0
8742cc690ffffff,23.06703,72.62233,17,50.0
8742cc690ffffff,23.06703,72.62233,18,50.0
8742cc690ffffff,23.06703,72.62233,19,50.0
8742cc690ffffff,23.06703,72.62233,20,50.0
8742cc690ffffff,23.06703,72.62233,21,50.0
8742cc690ffffff,23.06703,72.62233,22,50.0
8742cc690ffffff,23.06703,72.62233,23,50.0
8742cc690ffffff,23.06703,72.62233,24,50.0
8742cc690ffffff,23.06703,72.62233,25,50.0
8742cc690ffffff,23.06703,72.62233,26,50.0
8742cc690ffffff,23.06703,72.62233,27,50.0
8742cc690ffffff,23.06703,72.62233,28,50.0
8742cc690ffffff,23.06703,72.62233,29,50.0
8742cc690ffffff,23.06703,72.62233,30,50.0
8742cc690ffffff,23.06703,72.62233,31,50.0
8742cc690ffffff,23.06703,72.62233,32,50.0
8742cc690ffffff,23.06703,72.62233,33,50.0
8742cc690ffffff,23.06703,72.62233,34,50.0
8742cc690ffffff,23.06703,72.62233,35,50.0
8742cc690ffffff,23.06703,72.62233,36,50.0
8742cc690ffffff,23.06703,72.62233,37,50.0
8742cc690ffffff,23.06703,72.62233,38,50.0
8742cc690ffffff,23.06703,72.62233,39,50.0
8742cc690ffffff,23.06703,72.62233,40,50.0
8742cc690ffffff,23.06703,72.62233,41,50.0
8742cc691ffffff,23.07619,72.64396,0,50.0
8742cc691ffffff,23.07619,72.64396,1,50.0
8742cc691ffffff,23.07619,72.64396,2,50.0
8742cc691ffffff,23.07619,72.64396,3,50.0
8742cc691ffffff,23.07619,72.64396,4,50.0
8742cc691ffffff,23.07619,72.64396,5,50.0
8742cc691ffffff,23.07619,72.64396,6,50.0
8742cc691ffffff,23.07619,72.64396,7,50.0
8742cc691ffffff,23.07619,72.64396,8,50.0
8742cc691ffffff,23.07619,72.64396,9,50.0
8742cc691ffffff,23.07619,72.64396,10,50.0
8742cc691ffffff,23.07619,72.64396,11,50.0
8742cc691ffffff,23.07619,72.64396,12,50.0
8742cc691ffffff,23.07619,72.64396,13,50.0
8742cc691ffffff,23.07619,72.64396,14,50.0
8742cc691ffffff,23.07619,72.64396,15,50.0
8742cc691ffffff,23.07619,72.64396,16,50.0
8742cc691ffffff,23.07619,72.64396,17,50.0
8742cc691ffffff,23.07619,72.64396,18,50.0
8742cc691ffffff,23.07619,72.64396,19,50.0
8742cc691ffffff,23.07619,72.64396,20,50.0
8742cc691ffffff,23.07619,72.64396,21,50.0
8742cc691ffffff,23.07619,72.64396,22,50.0
8742cc691ffffff,23.07619,72.64396,23,50.0
8742cc691ffffff,23.07619,72.64396,24,50.0
8742cc691ffffff,23.07619,72.64396,25,50.0
8742cc691ffffff,23.07619,72.64396,26,50.0
8742cc691ffffff,23.07619,72.64396,27,50.0
8742cc691ffffff,23.07619,72.64396,28,50.0
8742cc691ffffff,23.07619,72.64396,29,50.0
8742cc691ffffff,23.07619,72.64396,30,50.0
8742cc691ffffff,23.07619,72.64396,31,50.0
8742cc691ffffff,23.07619,72.64396,32,50.0
8742cc691ffffff,23.07619,72.64396,33,50.0
8742cc691ffffff,23.07619,72.64396,34,50.0
8742cc691ffffff,23.07619,72.64396,35,50.0
8742cc691ffffff,23.07619,72.64396,36,50.0
8742cc691ffffff,23.07619,72.64396,37,50.0
8742cc691ffffff,23.07619,72.64396,38,50.0
8742cc691ffffff,23.07619,72.64396,39,50.0
8742cc691ffffff,23.07619,72.64396,40,50.0
8742cc691ffffff,23.07619,72.64396,41,50.0
8742cc692ffffff,23.04663,72.62078,0,50.0
8742cc692ffffff,23.04663,72.62078,1,50.0
8742cc692ffffff,23.04663,72.62078,2,50.0
8742cc692ffffff,23.04663,72.62078,3,50.0
8742cc692ffffff,23.04663,72.62078,4,50.0
8742cc692ffffff,23.04663,72.62078,5,50.0
8742cc692ffffff,23.04663,72.62078,6,50.0
8742cc692ffffff,23.04663,72.62078,7,50.0
8742cc692ffffff,23.04663,72.62078,8,50.0
8742cc692ffffff,23.04663,72.62078,9,50.0
8742cc692ffffff,23.04663,72.62078,10,50.0
8742cc692ffffff,23.04663,72.62078,11,50.0
8742cc692ffffff,23.04663,72.62078,12,50.0
8742cc692ffffff,23.04663,72.62078,13,50.0
8742cc692ffffff,23.04663,72.62078,14,50.0
8742cc692ffffff,23.04663,72.62078,15,50.0
8742cc692ffffff,23.04663,72.62078,16,50.0
8742cc692ffffff,23.04663,72.62078,17,50.0
8742cc692ffffff,23.04663,72.62078,18,50.0
8742cc692ffffff,23.04663,72.62078,19,50.0
8742cc692ffffff,23.04663,72.62078,20,50.0
8742cc692ffffff,23.04663,72.62078,21,50.0
8742cc692ffffff,23.04663,72.62078,22,50.0
8742cc692ffffff,23.04663,72.62078,23,50.0
8742cc692ffffff,23.04663,72.62078,24,50.0
8742cc692ffffff,23.04663,72.62078,25,50.0
8742cc692ffffff,23.04663,72.62078,26,50.0
8742cc692ffffff,23.04663,72.62078,27,50.0
8742cc692ffffff,23.04663,72.62078,28,50.0
8742cc692ffffff,23.04663,72.62078,29,50.0
8742cc692ffffff,23.04663,72.62078,30,50.0
8742cc692ffffff,23.04663,72.62078,31,50.0
8742cc692ffffff,23.04663,72.62078,32,50.0
8742cc692ffffff,23.04663,72.62078,33,50.0
8742cc692ffffff,23.04663,72.62078,34,50.0
8742cc692ffffff,23.04663,72.62078,35,50.0
8742cc692ffffff,23.04663,72.62078,36,50.0
8742cc692ffffff,23.04663,72.62078,37,50.0
8742cc692ffffff,23.04663,72.62078,38,50.0
8742cc692ffffff,23.04663,72.62078,39,50.0
8742cc692ffffff,23.04663,72.62078,40,50.0
8742cc692ffffff,23.04663,72.62078,41,50.0
8742cc693ffffff,23.05579,72.64240,0,50.0
8742cc693ffffff,23.05579,72.64240,1,50.0
8742cc693ffffff,23.05579,72.64240,2,50.0
8742cc693ffffff,23.05579,72.64240,3,50.0
8742cc693ffffff,23.05579,72.64240,4,50.0
8742cc693ffffff,23.05579,72.64240,5,50.0
8742cc693ffffff,23.05579,72.64240,6,50.0
8742cc693ffffff,23.05579,72.64240,7,50.0
8742cc693ffffff,23.05579,72.64240,8,50.0
8742cc693ffffff,23.05579,72.64240,9,50.0
8742cc693ffffff,23.05579,72.64240,10,50.0
8742cc693ffffff,23.05579,72.64240,11,50.0
8742cc693ffffff,23.05579,72.64240,12,50.0
8742cc693ffffff,23.05579,72.64240,13,50.0
8742cc693ffffff,23.05579,72.64240,14,50.0
8742cc693ffffff,23.05579,72.64240,15,50.0
8742cc693ffffff,23.05579,72.64240,16,50.0
8742cc693ffffff,23.05579,72.64240,17,50.0
8742cc693ffffff,23.05579,72.64240,18,50.0
8742cc693ffffff,23.05579,72.64240,19,50.0
8742cc693ffffff,23.05579,72.64240,20,50.0
8742cc693ffffff,23.05579,72.64240,21,50.0
8742cc693ffffff,23.05579,72.64240,22,50.0
8742cc693ffffff,23.05579,72.64240,23,50.0
8742cc693ffffff,23.05579,72.64240,24,50.0
8742cc693ffffff,23.05579,72.64240,25,50.0
8742cc693ffffff,23.05579,72.64240,26,50.0
8742cc693ffffff,23.05579,72.64240,27,50.0
