# INERT PLACEHOLDER - no free historical traffic source. Flat value, MCDA weight 0.
zone,lat,lon,month,traffic
873da1005ffffff,28.49361,77.20289,4,50.0
873da1005ffffff,28.49361,77.20289,5,50.0
873da1005ffffff,28.49361,77.20289,6,50.0
873da1005ffffff,28.49361,77.20289,7,50.0
873da1005ffffff,28.49361,77.20289,8,50.0
873da1005ffffff,28.49361,77.20289,9,50.0
873da1005ffffff,28.49361,77.20289,10,50.0
873da1005ffffff,28.49361,77.20289,11,50.0
873da1005ffffff,28.49361,77.20289,12,50.0
873da1005ffffff,28.49361,77.20289,13,50.0
873da1005ffffff,28.49361,77.20289,14,50.0
873da1005ffffff,28.49361,77.20289,15,50.0
873da1005ffffff,28.49361,77.20289,16,50.0
873da1005ffffff,28.49361,77.20289,17,50.0
873da1005ffffff,28.49361,77.20289,18,50.0
873da1005ffffff,28.49361,77.20289,19,50.0
873da1005ffffff,28.49361,77.20289,20,50.0
873da1005ffffff,28.49361,77.20289,21,50.0
873da1005ffffff,28.49361,77.20289,22,50.0
873da1005ffffff,28.49361,77.20289,23,50.0
873da1005ffffff,28.49361,77.20289,24,50.0
873da1005ffffff,28.49361,77.20289,25,50.0
873da1005ffffff,28.49361,77.20289,26,50.0
873da1005ffffff,28.49361,77.20289,27,50.0
873da1005ffffff,28.49361,77.20289,28,50.0
873da1005ffffff,28.49361,77.20289,29,50.0
873da1005ffffff,28.49361,77.20289,30,50.0
873da1005ffffff,28.49361,77.20289,31,50.0
873da1005ffffff,28.49361,77.20289,32,50.0
873da1005ffffff,28.49361,77.20289,33,50.0
873da1005ffffff,28.49361,77.20289,34,50.0
873da1005ffffff,28.49361,77.20289,35,50.0
873da1005ffffff,28.49361,77.20289,36,50.0
873da1005ffffff,28.49361,77.20289,37,50.0
873da1005ffffff,28.49361,77.20289,38,50.0
873da1005ffffff,28.49361,77.20289,39,50.0
873da1005ffffff,28.49361,77.20289,40,50.0
873da1005ffffff,28.49361,77.20289,41,50.0
873da1006ffffff,28.46290,77.17579,0,50.0
873da1006ffffff,28.46290,77.17579,1,50.0
873da1006ffffff,28.46290,77.17579,2,50.0
873da1006ffffff,28.46290,77.17579,3,50.0
873da1006ffffff,28.46290,77.17579,4,50.0
873da1006ffffff,28.46290,77.17579,5,50.0
873da1006ffffff,28.46290,77.17579,6,50.0
873da1006ffffff,28.46290,77.17579,7,50.0
873da1006ffffff,28.46290,77.17579,8,50.0
873da1006ffffff,28.46290,77.17579,9,50.0
873da1006ffffff,28.46290,77.17579,10,50.0
873da1006ffffff,28.46290,77.17579,11,50.0
873da1006ffffff,28.46290,77.17579,12,50.0
873da1006ffffff,28.46290,77.17579,13,50.0
873da1006ffffff,28.46290,77.17579,14,50.0
873da1006ffffff,28.46290,77.17579,15,50.0
873da1006ffffff,28.46290,77.17579,16,50.0
873da1006ffffff,28.46290,77.17579,17,50.0
873da1006ffffff,28.46290,77.17579,18,50.0
873da1006ffffff,28.46290,77.17579,19,50.0
873da1006ffffff,28.46290,77.17579,20,50.0
873da1006ffffff,28.46290,77.17579,21,50.0
873da1006ffffff,28.46290,77.17579,22,50.0
873da1006ffffff,28.46290,77.17579,23,50.0
873da1006ffffff,28.46290,77.17579,24,50.0
873da1006ffffff,28.46290,77.17579,25,50.0
873da1006ffffff,28.46290,77.17579,26,50.0
873da1006ffffff,28.46290,77.17579,27,50.0
873da1006ffffff,28.46290,77.17579,28,50.0
873da1006ffffff,28.46290,77.17579,29,50.0
873da1006ffffff,28.46290,77.17579,30,50.0
873da1006ffffff,28.46290,77.17579,31,50.0
873da1006ffffff,28.46290,77.17579,32,50.0
873da1006ffffff,28.46290,77.17579,33,50.0
873da1006ffffff,28.46290,77.17579,34,50.0
873da1006ffffff,28.46290,77.17579,35,50.0
873da1006ffffff,28.46290,77.17579,36,50.0
873da1006ffffff,28.46290,77.17579,37,50.0
873da1006ffffff,28.46290,77.17579,38,50.0
873da1006ffffff,28.46290,77.17579,39,50.0
873da1006ffffff,28.46290,77.17579,40,50.0
873da1006ffffff,28.46290,77.17579,41,50.0
873da1008ffffff,28.47706,77.26838,0,50.0
873da1008ffffff,28.47706,77.26838,1,50.0
873da1008ffffff,28.47706,77.26838,2,50.0
873da1008ffffff,28.47706,77.26838,3,50.0
873da1008ffffff,28.47706,77.26838,4,50.0
873da1008ffffff,28.47706,77.26838,5,50.0
873da1008ffffff,28.47706,77.26838,6,50.0
873da1008ffffff,28.47706,77.26838,7,50.0
873da1008ffffff,28.47706,77.26838,8,50.0
873da1008ffffff,28.47706,77.26838,9,50.0
873da1008ffffff,28.47706,77.26838,10,50.0
873da1008ffffff,28.47706,77.26838,11,50.0
873da1008ffffff,28.47706,77.26838,12,50.0
873da1008ffffff,28.47706,77.26838,13,50.0
873da1008ffffff,28.47706,77.26838,14,50.0
873da1008ffffff,28.47706,77.26838,15,50.0
873da1008ffffff,28.47706,77.26838,16,50.0
873da1008ffffff,28.47706,77.26838,17,50.0
873da1008ffffff,28.47706,77.26838,18,50.0
873da1008ffffff,28.47706,77.26838,19,50.0
873da1008ffffff,28.47706,77.26838,20,50.0
873da1008ffffff,28.47706,77.26838,21,50.0
873da1008ffffff,28.47706,77.26838,22,50.0
873da1008ffffff,28.47706,77.26838,23,50.0
873da1008ffffff,28.47706,77.26838,24,50.0
873da1008ffffff,28.47706,77.26838,25,50.0
873da1008ffffff,28.47706,77.26838,26,50.0
873da1008ffffff,28.47706,77.26838,27,50.0
873da1008ffffff,28.47706,77.26838,28,50.0
873da1008ffffff,28.47706,77.26838,29,50.0
873da1008ffffff,28.47706,77.26838,30,50.0
873da1008ffffff,28.47706,77.26838,31,50.0
873da1008ffffff,28.47706,77.26838,32,50.0
873da1008ffffff,28.47706,77.26838,33,50.0
873da1008ffffff,28.47706,77.26838,34,50.0
873da1008ffffff,28.47706,77.26838,35,50.0
873da1008ffffff,28.47706,77.26838,36,50.0
873da1008ffffff,28.47706,77.26838,37,50.0
873da1008ffffff,28.47706,77.26838,38,50.0
873da1008ffffff,28.47706,77.26838,39,50.0
873da1008ffffff,28.47706,77.26838,40,50.0
873da1008ffffff,28.47706,77.26838,41,50.0
873da1009ffffff,28.48603,77.29233,0,50.0
873da1009ffffff,28.48603,77.29233,1,50.0
873da1009ffffff,28.48603,77.29233,2,50.0
873da1009ffffff,28.48603,77.29233,3,50.0
873da1009ffffff,28.48603,77.29233,4,50.0
873da1009ffffff,28.48603,77.29233,5,50.0
873da1009ffffff,28.48603,77.29233,6,50.0
873da1009ffffff,28.48603,77.29233,7,50.0
873da1009ffffff,28.48603,77.29233,8,50.0
873da1009ffffff,28.48603,77.29233,9,50.0
873da1009ffffff,28.48603,77.29233,10,50.0
873da1009ffffff,28.48603,77.29233,11,50.0
873da1009ffffff,28.48603,77.29233,12,50.0
873da1009ffffff,28.48603,77.29233,13,50.0
873da1009ffffff,28.48603,77.29233,14,50.0
873da1009ffffff,28.48603,77.29233,15,50.0
873da1009ffffff,28.48603,77.29233,16,50.0
873da1009ffffff,28.48603,77.29233,17,50.0
873da1009ffffff,28.48603,77.29233,18,50.0
873da1009ffffff,28.48603,77.29233,19,50.0
873da1009ffffff,28.48603,77.29233,20,50.0
873da1009ffffff,28.48603,77.29233,21,50.0
873da1009ffffff,28.48603,77.29233,22,50.0
873da1009ffffff,28.48603,77.29233,23,50.0
873da1009ffffff,28.48603,77.29233,24,50.0
873da1009ffffff,28.48603,77.29233,25,50.0
873da1009ffffff,28.48603,77.29233,26,50.0
873da1009ffffff,28.48603,77.29233,27,50.0
873da1009ffffff,28.48603,77.29233,28,50.0
873da1009ffffff,28.48603,77.29233,29,50.0
873da1009ffffff,28.48603,77.29233,30,50.0
873da1009ffffff,28.48603,77.29233,31,50.0
873da1009ffffff,28.48603,77.29233,32,50.0
873da1009ffffff,28.48603,77.29233,33,50.0
873da1009ffffff,28.48603,77.29233,34,50.0
873da1009ffffff,28.48603,77.29233,35,50.0
873da1009ffffff,28.48603,77.29233,36,50.0
873da1009ffffff,28.48603,77.29233,37,50.0
873da1009ffffff,28.48603,77.29233,38,50.0
873da1009ffffff,28.48603,77.29233,39,50.0
873da1009ffffff,28.48603,77.29233,40,50.0
873da1009ffffff,28.48603,77.29233,41,50.0
873da100affffff,28.45534,77.26520,0,50.0
873da100affffff,28.45534,77.26520,1,50.0
873da100affffff,28.45534,77.26520,2,50.0
873da100affffff,28.45534,77.26520,3,50.0
873da100affffff,28.45534,77.26520,4,50.0
873da100affffff,28.45534,77.26520,5,50.0
873da100affffff,28.45534,77.26520,6,50.0
873da100affffff,28.45534,77.26520,7,50.0
873da100affffff,28.45534,77.26520,8,50.0
873da100affffff,28.45534,77.26520,9,50.0
873da100affffff,28.45534,77.26520,10,50.0
873da100affffff,28.45534,77.26520,11,50.0
873da100affffff,28.45534,77.26520,12,50.0
873da100affffff,28.45534,77.26520,13,50.0
873da100affffff,28.45534,77.26520,14,50.0
873da100affffff,28.45534,77.26520,15,50.0
873da100affffff,28.45534,77.26520,16,50.0
873da100affffff,28.45534,77.26520,17,50.0
873da100affffff,28.45534,77.26520,18,50.0
873da100affffff,28.45534,77.26520,19,50.0
873da100affffff,28.45534,77.26520,20,50.0
873da100affffff,28.45534,77.26520,21,50.0
873da100affffff,28.45534,77.26520,22,50.0
873da100affffff,28.45534,77.26520,23,50.0
873da100affffff,28.45534,77.26520,24,50.0
873da100affffff,28.45534,77.26520,25,50.0
873da100affffff,28.45534,77.26520,26,50.0
873da100affffff,28.45534,77.26520,27,50.0
873da100affffff,28.45534,77.26520,28,50.0
873da100affffff,28.45534,77.26520,29,50.0
873da100affffff,28.45534,77.26520,30,50.0
873da100affffff,28.45534,77.26520,31,50.0
873da100affffff,28.45534,77.26520,32,50.0
873da100affffff,28.45534,77.26520,33,50.0
873da100affffff,28.45534,77.26520,34,50.0
873da100affffff,28.45534,77.26520,35,50.0
873da100affffff,28.45534,77.26520,36,50.0
873da100affffff,28.45534,77.26520,37,50.0
873da100affffff,28.45534,77.26520,38,50.0
873da100affffff,28.45534,77.26520,39,50.0
873da100affffff,28.45534,77.26520,40,50.0
873da100affffff,28.45534,77.26520,41,50.0
873da100bffffff,28.46430,77.28914,0,50.0
873da100bffffff,28.46430,77.28914,1,50.0
873da100bffffff,28.46430,77.28914,2,50.0
873da100bffffff,28.46430,77.28914,3,50.0
873da100bffffff,28.46430,77.28914,4,50.0
873da100bffffff,28.46430,77.28914,5,50.0
873da100bffffff,28.46430,77.28914,6,50.0
873da100bffffff,28.46430,77.28914,7,50.0
873da100bffffff,28.46430,77.28914,8,50.0
873da100bffffff,28.46430,77.28914,9,50.0
873da100bffffff,28.46430,77.28914,10,50.0
873da100bffffff,28.46430,77.28914,11,50.0
873da100bffffff,28.46430,77.28914,12,50.0
873da100bffffff,28.46430,77.28914,13,50.0
873da100bffffff,28.46430,77.28914,14,50.0
873da100bffffff,28.46430,77.28914,15,50.0
873da100bffffff,28.46430,77.28914,16,50.0
873da100bffffff,28.46430,77.28914,17,50.0
873da100bffffff,28.46430,77.28914,18,50.0
873da100bffffff,28.46430,77.28914,19,50.0
873da100bffffff,28.46430,77.28914,20,50.0
873da100bffffff,28.46430,77.28914,21,50.0
873da100bffffff,28.46430,77.28914,22,50.0
873da100bffffff,28.46430,77.28914,23,50.0
873da100bffffff,28.46430,77.28914,24,50.0
873da100bffffff,28.46430,77.28914,25,50.0
873da100bffffff,28.46430,77.28914,26,50.0
873da100bffffff,28.46430,77.28914,27,50.0
873da100bffffff,28.46430,77.28914,28,50.0
873da100bffffff,28.46430,77.28914,29,50.0
873da100bffffff,28.46430,77.28914,30,50.0
873da100bffffff,28.46430,77.28914,31,50.0
873da100bffffff,28.46430,77.28914,32,50.0
873da100bffffff,28.46430,77.28914,33,50.0
873da100bffffff,28.46430,77.28914,34,50.0
873da100bffffff,28.46430,77.28914,35,50.0
873da100bffffff,28.46430,77.28914,36,50.0
873da100bffffff,28.46430,77.28914,37,50.0
873da100bffffff,28.46430,77.28914,38,50.0
873da100bffffff,28.46430,77.28914,39,50.0
873da100bffffff,28.46430,77.28914,40,50.0
873da100bffffff,28.46430,77.28914,41,50.0
873da100cffffff,28.48983,77.24761,0,50.0
873da100cffffff,28.48983,77.24761,1,50.0
873da100cffffff,28.48983,77.24761,2,50.0
873da100cffffff,28.48983,77.24761,3,50.0
873da100cffffff,28.48983,77.24761,4,50.0
873da100cffffff,28.48983,77.24761,5,50.0
873da100cffffff,28.48983,77.24761,6,50.0
873da100cffffff,28.48983,77.24761,7,50.0
873da100cffffff,28.48983,77.24761,8,50.0
873da100cffffff,28.48983,77.24761,9,50.0
873da100cffffff,28.48983,77.24761,10,50.0
873da100cffffff,28.48983,77.24761,11,50.0
873da100cffffff,28.48983,77.24761,12,50.0
873da100cffffff,28.48983,77.24761,13,50.0
873da100cffffff,28.48983,77.24761,14,50.0
873da100cffffff,28.48983,77.24761,15,50.0
873da100cffffff,28.48983,77.24761,16,50.0
873da100cffffff,28.48983,77.24761,17,50.0
873da100cffffff,28.48983,77.24761,18,50.0
873da100cffffff,28.48983,77.24761,19,50.0
873da100cffffff,28.48983,77.24761,20,50.0
873da100cffffff,28.48983,77.24761,21,50.0
873da100cffffff,28.48983,77.24761,22,50.0
873da100cffffff,28.48983,77.24761,23,50.0
873da100cffffff,28.48983,77.24761,24,50.0
873da100cffffff,28.48983,77.24761,25,50.0
873da100cffffff,28.48983,77.24761,26,50.0
873da100cffffff,28.48983,77.24761,27,50.0
873da100cffffff,28.48983,77.24761,28,50.0
873da100cffffff,28.48983,77.24761,29,50.0
873da100cffffff,28.48983,77.24761,30,50.0
873da100cffffff,28.48983,77.24761,31,50.0
873da100cffffff,28.48983,77.24761,32,50.0
873da100cffffff,28.48983,77.24761,33,50.0
873da100cffffff,28.48983,77.24761,34,50.0
873da100cffffff,28.48983,77.24761,35,50.0
873da100cffffff,28.48983,77.24761,36,50.0
873da100cffffff,28.48983,77.24761,37,50.0
873da100cffffff,28.48983,77.24761,38,50.0
873da100cffffff,28.48983,77.24761,39,50.0
873da100cffffff,28.48983,77.24761,40,50.0
873da100cffffff,28.48983,77.24761,41,50.0
873da100dffffff,28.49879,77.27157,0,50.0
873da100dffffff,28.49879,77.27157,1,50.0
873da100dffffff,28.49879,77.27157,2,50.0
873da100dffffff,28.49879,77.27157,3,50.0
873da100dffffff,28.49879,77.27157,4,50.0
873da100dffffff,28.49879,77.27157,5,50.0
873da100dffffff,28.49879,77.27157,6,50.0
873da100dffffff,28.49879,77.27157,7,50.0
873da100dffffff,28.49879,77.27157,8,50.0
873da100dffffff,28.49879,77.27157,9,50.0
873da100dffffff,28.49879,77.27157,10,50.0
873da100dffffff,28.49879,77.27157,11,50.0
873da100dffffff,28.49879,77.27157,12,50.0
873da100dffffff,28.49879,77.27157,13,50.0
873da100dffffff,28.49879,77.27157,14,50.0
873da100dffffff,28.49879,77.27157,15,50.0
873da100dffffff,28.49879,77.27157,16,50.0
873da100dffffff,28.49879,77.27157,17,50.0
873da100dffffff,28.49879,77.27157,18,50.0
873da100dffffff,28.49879,77.27157,19,50.0
873da100dffffff,28.49879,77.27157,20,50.0
873da100dffffff,28.49879,77.27157,21,50.0
873da100dffffff,28.49879,77.27157,22,50.0
873da100dffffff,28.49879,77.27157,23,50.0
873da100dffffff,28.49879,77.27157,24,50.0
873da100dffffff,28.49879,77.27157,25,50.0
873da100dffffff,28.49879,77.27157,26,50.0
873da100dffffff,28.49879,77.27157,27,50.0
873da100dffffff,28.49879,77.27157,28,50.0
873da100dffffff,28.49879,77.27157,29,50.0
873da100dffffff,28.49879,77.27157,30,50.0
873da100dffffff,28.49879,77.27157,31,50.0
873da100dffffff,28.49879,77.27157,32,50.0
873da100dffffff,28.49879,77.27157,33,50.0
873da100dffffff,28.49879,77.27157,34,50.0
873da100dffffff,28.49879,77.27157,35,50.0
873da100dffffff,28.49879,77.27157,36,50.0
873da100dffffff,28.49879,77.27157,37,50.0
873da100dffffff,28.49879,77.27157,38,50.0
873da100dffffff,28.49879,77.27157,39,50.0
873da100dffffff,28.49879,77.27157,40,50.0
873da100dffffff,28.49879,77.27157,41,50.0
873da100effffff,28.46810,77.24444,0,50.0
873da100effffff,28.46810,77.24444,1,50.0
873da100effffff,28.46810,77.24444,2,50.0
873da100effffff,28.46810,77.24444,3,50.0
873da100effffff,28.46810,77.24444,4,50.0
873da100effffff,28.46810,77.24444,5,50.0
873da100effffff,28.46810,77.24444,6,50.0
873da100effffff,28.46810,77.24444,7,50.0
873da100effffff,28.46810,77.24444,8,50.0
873da100effffff,28.46810,77.24444,9,50.0
873da100effffff,28.46810,77.24444,10,50.0
873da100effffff,28.46810,77.24444,11,50.0
873da100effffff,28.46810,77.24444,12,50.0
873da100effffff,28.46810,77.24444,13,50.0
873da100effffff,28.46810,77.24444,14,50.0
873da100effffff,28.46810,77.24444,15,50.0
873da100effffff,28.46810,77.24444,16,50.0
873da100effffff,28.46810,77.24444,17,50.0
873da100effffff,28.46810,77.24444,18,50.0
