# Sentinel-2 L2A 10 m NDVI via AWS Earth Search STAC (no key).
# scene S2C_43RGM_20260712_0_L2A date 2026-07-12 cloud 0.1%. SNAPSHOT of one scene, not a composite.
zone,lat,lon,month,ndvi
873da1004ffffff,28.48463,77.17894,0,0.5181
873da1123ffffff,28.59563,77.03633,0,0.1857
873da100cffffff,28.48983,77.24761,0,0.2384
873da1b99ffffff,28.73815,77.30674,0,0.3860
873da112dffffff,28.63543,77.08742,0,0.2711
873da100effffff,28.46810,77.24444,0,0.3259
873da112bffffff,28.60090,77.10513,0,0.5336
873da1133ffffff,28.54309,77.00615,0,0.3224
873da1852ffffff,28.79173,77.06445,0,0.3290
873da1024ffffff,28.53187,77.14050,0,0.4959
873da1143ffffff,28.61132,77.24272,0,0.3281
873da185affffff,28.79698,77.13345,0,0.3194
873da11a8ffffff,28.46140,77.06241,0,0.5059
873da102cffffff,28.53709,77.20922,0,0.3477
873da114bffffff,28.61648,77.31152,0,0.0730
873da1034ffffff,28.47940,77.11027,0,0.5549
873da1125ffffff,28.63015,77.01858,0,0.2460
873da1b91ffffff,28.73299,77.23782,0,0.1417
873da1006ffffff,28.46290,77.17579,0,0.5850
873da1153ffffff,28.55883,77.21239,0,0.3442
873da115bffffff,28.56401,77.28114,0,0.2945
873da1ab0ffffff,28.68178,77.32115,0,0.2409
873da1163ffffff,28.65865,77.20426,0,0.3715
873da1106ffffff,28.55211,77.03010,0,0.2681
873da116bffffff,28.66383,77.27311,0,0.2753
873da110effffff,28.55738,77.09886,0,0.4432
873da1054ffffff,28.49499,77.31629,0,0.4739
873da1173ffffff,28.60613,77.17393,0,0.4499
873da18eeffffff,28.75714,77.08222,0,0.2710
873da111dffffff,28.53563,77.09572,0,0.4192
873da1b82ffffff,28.75478,77.24100,0,0.1686
873da111effffff,28.50488,77.06865,0,0.4502
873da1b8affffff,28.75994,77.30995,0,0.4029
873da1064ffffff,28.59473,77.30832,0,0.2857
873da1b92ffffff,28.70221,77.21060,0,0.2120
873da1b9affffff,28.70738,77.27950,0,0.2046
873da112effffff,28.60465,77.06030,0,0.3324
873da1889ffffff,28.66469,77.00081,0,0.2026
873da1074ffffff,28.54227,77.27794,0,0.3302
873da1146ffffff,28.61512,77.19791,0,0.3770
873da1bb2ffffff,28.74958,77.17206,0,0.4276
873da1b81ffffff,28.78556,77.26825,0,0.3365
873da18e6ffffff,28.75186,77.01326,0,0.4067
873da1115ffffff,28.53036,77.02699,0,0.4337
873da114effffff,28.62030,77.26672,0,0.2577
873da1172ffffff,28.59713,77.14994,0,0.5033
873da18c2ffffff,28.69175,77.07281,0,0.3264
873da1156ffffff,28.56261,77.16761,0,0.3482
873da18caffffff,28.69700,77.14171,0,0.3197
873da115effffff,28.56781,77.23636,0,0.3146
873da1101ffffff,28.57013,77.07802,0,0.3391
873da18d2ffffff,28.63917,77.04256,0,0.2149
873da1166ffffff,28.66244,77.15941,0,0.2732
873da1109ffffff,28.57538,77.14679,0,0.3622
873da18deffffff,28.65720,77.09055,0,0.2711
873da110dffffff,28.58814,77.12596,0,0.4444
873da18daffffff,28.64444,77.11141,0,0.3432
873da116effffff,28.66764,77.22827,0,0.1627
873da116affffff,28.65485,77.24909,0,0.2173
873da1111ffffff,28.51762,77.04782,0,0.3875
873da18e2ffffff,28.73909,77.03416,0,0.2734
873da1176ffffff,28.60990,77.12911,0,0.5541
873da18eaffffff,28.74436,77.10311,0,0.1900
873da1119ffffff,28.52288,77.11654,0,0.4089
873da1b85ffffff,28.79838,77.24739,0,0.3555
873da1002ffffff,28.45015,77.19656,0,0.5445
873da1121ffffff,28.61740,77.03945,0,0.2642
873da18f2ffffff,28.68647,77.00392,0,0.1164
873da18d6ffffff,28.65193,77.02169,0,0.3131
873da1105ffffff,28.58288,77.05718,0,0.4468
873da100affffff,28.45534,77.26520,0,0.2428
873da1129ffffff,28.62266,77.10827,0,0.4756
873da1162ffffff,28.64966,77.18025,0,0.2118
873da1b95ffffff,28.74579,77.21696,0,0.1978
873da1b9dffffff,28.75096,77.28590,0,0.4454
873da1131ffffff,28.56485,77.00925,0,0.3691
873da1022ffffff,28.49738,77.15815,0,0.4822
873da1141ffffff,28.63309,77.24591,0,0.2240
873da102affffff,28.50259,77.22684,0,0.4052
873da1bb5ffffff,28.79319,77.17839,0,0.3560
873da1149ffffff,28.63824,77.31473,0,0.1697
873da18ceffffff,28.70978,77.12084,0,0.2359
873da11aeffffff,28.45240,77.03849,0,0.3287
873da1151ffffff,28.58059,77.21556,0,0.3591
873da18c5ffffff,28.73534,77.07908,0,0.3345
873da115affffff,28.55504,77.25716,0,0.2460
873da180bffffff,28.79548,77.01949,0,0.3006
873da1159ffffff,28.58576,77.28433,0,0.2089
873da18cdffffff,28.74058,77.14802,0,0.1774
873da1161ffffff,28.68043,77.20743,0,0.2793
873da18d5ffffff,28.68274,77.04881,0,0.3062
873da1104ffffff,28.57387,77.03322,0,0.3586
873da1ab6ffffff,28.67281,77.29712,0,0.2299
873da1169ffffff,28.68561,77.27630,0,0.2305
873da18c6ffffff,28.70452,77.05193,0,0.2270
873da18ddffffff,28.68799,77.11770,0,0.3217
873da110cffffff,28.57914,77.10199,0,0.4345
873da1152ffffff,28.54985,77.18842,0,0.3887
873da1171ffffff,28.62789,77.17709,0,0.3840
873da1033ffffff,28.45392,77.15185,0,0.5067
873da1114ffffff,28.52134,77.00305,0,0.4693
873da18e5ffffff,28.78270,77.04041,0,0.3849
873da1b80ffffff,28.77657,77.24419,0,0.3170
873da111cffffff,28.52663,77.07177,0,0.4538
873da18edffffff,28.78796,77.10940,0,0.3607
873da1b88ffffff,28.78173,77.31316,0,0.4203
873da1005ffffff,28.49361,77.20289,0,0.3797
873da1b90ffffff,28.72400,77.21378,0,0.1749
873da18f5ffffff,28.73006,77.01014,0,0.2018
873da100dffffff,28.49879,77.27157,0,0.1709
873da114affffff,28.60751,77.28753,0,0.2813
873da1bb6ffffff,28.76238,77.15118,0,0.2780
873da102bffffff,28.51156,77.25079,0,0.2996
873da112cffffff,28.62642,77.06343,0,0.3101
873da1b98ffffff,28.72917,77.28270,0,0.3182
873da1072ffffff,28.50776,77.29553,0,0.2444
873da11a1ffffff,28.46513,77.01767,0,0.3387
873da1025ffffff,28.54086,77.16445,0,0.3929
873da1144ffffff,28.63688,77.20108,0,0.3889
873da1bb0ffffff,28.77138,77.17522,0,0.3621
873da10e5ffffff,28.45154,77.30989,0,0.4524
873da11a9ffffff,28.47040,77.08634,0,0.4564
873da102dffffff,28.54607,77.23319,0,0.3372
873da114cffffff,28.64206,77.26991,0,0.2615
873da1142ffffff,28.60234,77.21873,0,0.4007
873da18c0ffffff,28.71354,77.07595,0,0.3074
873da1023ffffff,28.50637,77.18210,0,0.2514
873da1035ffffff,28.48839,77.13421,0,0.4594
873da1154ffffff,28.58437,77.17077,0,0.3950
873da18c8ffffff,28.71879,77.14486,0,0.3478
873da115cffffff,28.58957,77.23954,0,0.4365
873da18d0ffffff,28.66095,77.04569,0,0.2750
873da1164ffffff,28.68422,77.16257,0,0.3849
873da18d8ffffff,28.66621,77.11455,0,0.2718
873da116cffffff,28.68942,77.23145,0,0.1472
873da18e0ffffff,28.76089,77.03729,0,0.4614
873da1174ffffff,28.63167,77.13226,0,0.5236
873da18e8ffffff,28.76616,77.10625,0,0.2534
873da1b83ffffff,28.76377,77.26505,0,0.3763
873da1000ffffff,28.47188,77.19972,0,0.5530
873da18f0ffffff,28.70826,77.00703,0,0.1406
873da1008ffffff,28.47706,77.26838,0,0.2216
873da1b93ffffff,28.71120,77.23463,0,0.1347
873da1b9bffffff,28.71636,77.30353,0,0.3848
873da1075ffffff,28.55123,77.30192,0,0.2648
873da1020ffffff,28.51912,77.16130,0,0.4223
873da1028ffffff,28.52432,77.23001,0,0.3132
873da1b9effffff,28.72019,77.25866,0,0.1719
873da1bb3ffffff,28.75858,77.19610,0,0.3206
873da11acffffff,28.47413,77.04160,0,0.2917
873da1030ffffff,28.46666,77.13107,0,0.4569
873da18c3ffffff,28.70077,77.09683,0,0.2954
873da1070ffffff,28.52949,77.29872,0,0.3947
873da18cbffffff,28.70600,77.16573,0,0.3425
873da18d3ffffff,28.64819,77.06655,0,0.2462
873da1102ffffff,28.53937,77.05094,0,0.3208
873da1ab4ffffff,28.69458,77.30033,0,0.2004
873da18dbffffff,28.65344,77.13540,0,0.2922
873da110affffff,28.54463,77.11968,0,0.5308
873da112affffff,28.59189,77.08115,0,0.4696
873da1b96ffffff,28.71500,77.18975,0,0.3052
873da100bffffff,28.46430,77.28914,0,0.3820
873da18e3ffffff,28.74812,77.05819,0,0.3277
873da1112ffffff,28.48686,77.02078,0,0.2666
873da18ebffffff,28.75337,77.12714,0,0.1766
873da1b86ffffff,28.76758,77.22014,0,0.2413
873da111affffff,28.49214,77.08946,0,0.5045
873da1122ffffff,28.58661,77.01236,0,0.3984
873da1003ffffff,28.45913,77.22050,0,0.4596
873da18f3ffffff,28.69550,77.02792,0,0.2131
873da1b8effffff,28.77275,77.28911,0,0.3480
